County,FIPS,Population
"Fayette County, Pennsylvania",42051,130441
"Forest County, Pennsylvania",42053,7279
"Franklin County, Pennsylvania",42055,154835
"Fulton County, Pennsylvania",42057,14523
"Greene County, Pennsylvania",42059,36506
"Huntingdon County, Pennsylvania",42061,45168
"Indiana County, Pennsylvania",42063,84501
"Jefferson County, Pennsylvania",42065,43641
"Juniata County, Pennsylvania",42067,24704
"Lackawanna County, Pennsylvania",42069,210793
"Lancaster County, Pennsylvania",42071,543557
"Lawrence County, Pennsylvania",42073,86184
"Lebanon County, Pennsylvania",42075,141314
"Lehigh County, Pennsylvania",42077,368100
"Luzerne County, Pennsylvania",42079,317646
"Lycoming County, Pennsylvania",42081,113664
"McKean County, Pennsylvania",42083,40968
"Mercer County, Pennsylvania",42085,110683
"Mifflin County, Pennsylvania",42087,46222
"Monroe County, Pennsylvania",42089,169507
"Montgomery County, Pennsylvania",42091,828604
"Montour County, Pennsylvania",42093,18240
"Northampton County, Pennsylvania",42095,304807
"Northumberland County, Pennsylvania",42097,91083
"Perry County, Pennsylvania",42099,46139
"Philadelphia County, Pennsylvania",42101,1584138
"Pike County, Pennsylvania",42103,55933
"Potter County, Pennsylvania",42105,16622
"Schuylkill County, Pennsylvania",42107,142067
"Snyder County, Pennsylvania",42109,40540
"Somerset County, Pennsylvania",42111,73952
"Sullivan County, Pennsylvania",42113,6071
"Susquehanna County, Pennsylvania",42115,40589
"Tioga County, Pennsylvania",42117,40763
"Union County, Pennsylvania",42119,44785
"Venango County, Pennsylvania",42121,51266
"Warren County, Pennsylvania",42123,39498
"Washington County, Pennsylvania",42125,207346
"Wayne County, Pennsylvania",42127,51276
"Westmoreland County, Pennsylvania",42129,350611
"Wyoming County, Pennsylvania",42131,27046
"York County, Pennsylvania",42133,448273
"Bristol County, Rhode Island",44001,48649
"Kent County, Rhode Island",44003,163861
"Newport County, Rhode Island",44005,82542
"Providence County, Rhode Island",44007,636084
"Washington County, Rhode Island",44009,126179
"Abbeville County, South Carolina",45001,24541
"Aiken County, South Carolina",45003,169401
"Allendale County, South Carolina",45005,8903
"Anderson County, South Carolina",45007,200482
"Bamberg County, South Carolina",45009,14275
"Barnwell County, South Carolina",45011,21112
"Beaufort County, South Carolina",45013,188715
"Berkeley County, South Carolina",45015,221091
"Calhoun County, South Carolina",45017,14520
"Charleston County, South Carolina",45019,405905
"Cherokee County, South Carolina",45021,57078
"Chester County, South Carolina",45023,32251
"Chesterfield County, South Carolina",45025,45754
"Clarendon County, South Carolina",45027,33700
"Colleton County, South Carolina",45029,37660
"Darlington County, South Carolina",45031,66802
"Dillon County, South Carolina",45033,30599
"Dorchester County, South Carolina",45035,160647
"Edgefield County, South Carolina",45037,27052
"Fairfield County, South Carolina",45039,22402
"Florence County, South Carolina",45041,138159
"Georgetown County, South Carolina",45043,62249
"Greenville County, South Carolina",45045,514213
"Greenwood County, South Carolina",45047,70741
"Hampton County, South Carolina",45049,19351
"Horry County, South Carolina",45051,344147
"Jasper County, South Carolina",45053,28971
"Kershaw County, South Carolina",45055,65592
"Lancaster County, South Carolina",45057,95380
"Laurens County, South Carolina",45059,66994
"Lee County, South Carolina",45061,17142
"Lexington County, South Carolina",45063,295032
"McCormick County, South Carolina",45065,9410
"Marion County, South Carolina",45067,31039
"Marlboro County, South Carolina",45069,26398
"Newberry County, South Carolina",45071,38520
"Oconee County, South Carolina",45073,78374
"Orangeburg County, South Carolina",45075,86934
"Pickens County, South Carolina",45077,124937
"Richland County, South Carolina",45079,414576
"Saluda County, South Carolina",45081,20544
"Spartanburg County, South Carolina",45083,313888
"Sumter County, South Carolina",45085,106512
"Union County, South Carolina",45087,27410
"Williamsburg County, South Carolina",45089,30606
"York County, South Carolina",45091,274118
"Aurora County, South Dakota",46003,2801
"Beadle County, South Dakota",46005,18883
"Bennett County, South Dakota",46007,3468
"Bon Homme County, South Dakota",46009,6980
"Brookings County, South Dakota",46011,35232
"Brown County, South Dakota",46013,39316
"Brule County, South Dakota",46015,5229
"Buffalo County, South Dakota",46017,2036
"Butte County, South Dakota",46019,10222
"Campbell County, South Dakota",46021,1377
"Charles Mix County, South Dakota",46023,9338
"Clark County, South Dakota",46025,3739
"Clay County, South Dakota",46027,14041
"Codington County, South Dakota",46029,28015
"Corson County, South Dakota",46031,4165
"Custer County, South Dakota",46033,8726
"Davison County, South Dakota",46035,19790
"Day County, South Dakota",46037,5505
"Deuel County, South Dakota",46039,4337
"Dewey County, South Dakota",46041,5904
"Douglas County, South Dakota",46043,2935
"Edmunds County, South Dakota",46045,3875
"Fall River County, South Dakota",46047,6758
"Faulk County, South Dakota",46049,2330
"Grant County, South Dakota",46051,7147
"Gregory County, South Dakota",46053,4212
"Haakon County, South Dakota",46055,1918
"Hamlin County, South Dakota",46057,6111
"Hand County, South Dakota",46059,3262
"Hanson County, South Dakota",46061,3376
"Harding County, South Dakota",46063,1249
"Hughes County, South Dakota",46065,17650
"Hutchinson County, South Dakota",46067,7380
"Hyde County, South Dakota",46069,1282
"Jackson County, South Dakota",46071,3307
"Jerauld County, South Dakota",46073,2043
"Jones County, South Dakota",46075,928
"Kingsbury County, South Dakota",46077,4919
"Lake County, South Dakota",46079,13057
"Lawrence County, South Dakota",46081,25741
"Lincoln County, South Dakota",46083,58807
"Lyman County, South Dakota",46085,3821
"McCook County, South Dakota",46087,5546
"McPherson County, South Dakota",46089,2407
"Marshall County, South Dakota",46091,5112
"Meade County, South Dakota",46093,28294
"Mellette County, South Dakota",46095,2042
"Miner County, South Dakota",46097,2213
"Minnehaha County, South Dakota",46099,192876
"Moody County, South Dakota",46101,6579
"Oglala Lakota County, South Dakota",46102,14309
"Pennington County, South Dakota",46103,111729
"Perkins County, South Dakota",46105,2922
"Potter County, South Dakota",46107,2207
"Roberts County, South Dakota",46109,10447
"Sanborn County, South Dakota",46111,2429
"Spink County, South Dakota",46115,6495
"Stanley County, South Dakota",46117,3022
"Sully County, South Dakota",46119,1392
"Todd County, South Dakota",46121,10283
"Tripp County, South Dakota",46123,5478
"Turner County, South Dakota",46125,8424
"Union County, South Dakota",46127,15619
"Walworth County, South Dakota",46129,5587
"Yankton County, South Dakota",46135,22869
"Ziebach County, South Dakota",46137,2742
"Anderson County, Tennessee",47001,76482
"Bedford County, Tennessee",47003,49038
"Benton County, Tennessee",47005,16184
"Bledsoe County, Tennessee",47007,14755
"Blount County, Tennessee",47009,131349
"Bradley County, Tennessee",47011,106727
"Campbell County, Tennessee",47013,39583
"Cannon County, Tennessee",47015,14462
"Carroll County, Tennessee",47017,28020
"Carter County, Tennessee",47019,56351
"Cheatham County, Tennessee",47021,40439
"Chester County, Tennessee",47023,17276
"Claiborne County, Tennessee",47025,31756
"Clay County, Tennessee",47027,7717
"Cocke County, Tennessee",47029,35774
"Coffee County, Tennessee",47031,55700
"Crockett County, Tennessee",47033,14328
"Cumberland County, Tennessee",47035,59673
"Davidson County, Tennessee",47037,692587
"Decatur County, Tennessee",47039,11706
"DeKalb County, Tennessee",47041,20138
"Dickson County, Tennessee",47043,53446
"Dyer County, Tennessee",47045,37320
"Fayette County, Tennessee",47047,40507
"Fentress County, Tennessee",47049,18217
"Franklin County, Tennessee",47051,41890
"Gibson County, Tennessee",47053,49045
"Giles County, Tennessee",47055,29503
"Grainger County, Tennessee",47057,23145
"Greene County, Tennessee",47059,69087
"Grundy County, Tennessee",47061,13346
"Hamblen County, Tennessee",47063,64569
"Hamilton County, Tennessee",47065,364286
"Hancock County, Tennessee",47067,6549
"Hardeman County, Tennessee",47069,25220
"Hardin County, Tennessee",47071,25776
"Hawkins County, Tennessee",47073,56530
"Haywood County, Tennessee",47075,17335
"Henderson County, Tennessee",47077,27847
"Henry County, Tennessee",47079,32358
"Hickman County, Tennessee",47081,25063
"Houston County, Tennessee",47083,8263
"Humphreys County, Tennessee",47085,18486
"Jackson County, Tennessee",47087,11758
"Jefferson County, Tennessee",47089,54012
"Johnson County, Tennessee",47091,17778
"Knox County, Tennessee",47093,465289
"Lake County, Tennessee",47095,7411
"Lauderdale County, Tennessee",47097,25825
"Lawrence County, Tennessee",47099,43734
"Lewis County, Tennessee",47101,12086
"Lincoln County, Tennessee",47103,34117
"Loudon County, Tennessee",47105,53054
"McMinn County, Tennessee",47107,53285
"McNairy County, Tennessee",47109,25832
"Macon County, Tennessee",47111,24265
"Madison County, Tennessee",47113,97605
"Marion County, Tennessee",47115,28575
"Marshall County, Tennessee",47117,33683
"Maury County, Tennessee",47119,94340
"Meigs County, Tennessee",47121,12306
"Monroe County, Tennessee",47123,46357
"Montgomery County, Tennessee",47125,205950
"Moore County, Tennessee",47127,6411
"Morgan County, Tennessee",47129,21579
"Obion County, Tennessee",47131,30267
"Overton County, Tennessee",47133,22068
"Perry County, Tennessee",47135,8064
"Pickett County, Tennessee",47137,5082
"Polk County, Tennessee",47139,16898
"Putnam County, Tennessee",47141,78843
"Rhea County, Tennessee",47143,33044
"Roane County, Tennessee",47145,53140
"Robertson County, Tennessee",47147,71012
"Rutherford County, Tennessee",47149,324890
"Scott County, Tennessee",47151,22039
"Sequatchie County, Tennessee",47153,14876
"Sevier County, Tennessee",47155,97892
"Shelby County, Tennessee",47157,935764
"Smith County, Tennessee",47159,19942
"Stewart County, Tennessee",47161,13561
"Sullivan County, Tennessee",47163,157668
"Sumner County, Tennessee",47165,187149
"Tipton County, Tennessee",47167,61581
"Trousdale County, Tennessee",47169,11012
"Unicoi County, Tennessee",47171,17761
"Union County, Tennessee",47173,19688
"Van Buren County, Tennessee",47175,5765
"Warren County, Tennessee",47177,40878
"Washington County, Tennessee",47179,128607
"Wayne County, Tennessee",47181,16558
"Weakley County, Tennessee",47183,33415
"White County, Tennessee",47185,27107
"Williamson County, Tennessee",47187,231729
"Wilson County, Tennessee",47189,140625
"Anderson County, Texas",48001,58057
"Andrews County, Texas",48003,18128
"Angelina County, Texas",48005,87092
"Aransas County, Texas",48007,23792
"Archer County, Texas",48009,8786
"Armstrong County, Texas",48011,1892
"Atascosa County, Texas",48013,50310
"Austin County, Texas",48015,29989
"Bailey County, Texas",48017,7027
"Bandera County, Texas",48019,22824
"Bastrop County, Texas",48021,86976
"Baylor County, Texas",48023,3582
"Bee County, Texas",48025,32587
"Bell County, Texas",48027,355642
"Bexar County, Texas",48029,1986049
"Blanco County, Texas",48031,11702
"Borden County, Texas",48033,648
"Bosque County, Texas",48035,18691
"Bowie County, Texas",48037,94324
"Brazoria County, Texas",48039,370200
"Brazos County, Texas",48041,226758
"Brewster County, Texas",48043,9267
"Briscoe County, Texas",48045,1516
"Brooks County, Texas",48047,7114
"Brown County, Texas",48049,37924
"Burleson County, Texas",48051,18389
"Burnet County, Texas",48053,47542
"Caldwell County, Texas",48055,43247
"Calhoun County, Texas",48057,21561
"Callahan County, Texas",48059,13994
"Cameron County, Texas",48061,423908
"Camp County, Texas",48063,13033
"Carson County, Texas",48065,6005
"Cass County, Texas",48067,30119
"Castro County, Texas",48069,7665
"Chambers County, Texas",48071,42454
"Cherokee County, Texas",48073,52592
"Childress County, Texas",48075,7291
"Clay County, Texas",48077,10456
"Cochran County, Texas",48079,2836
"Coke County, Texas",48081,3370
"Coleman County, Texas",48083,8397
"Collin County, Texas",48085,1005146
"Collingsworth County, Texas",48087,2962
"Colorado County, Texas",48089,21217
"Comal County, Texas",48091,148373
"Comanche County, Texas",48093,13534
"Concho County, Texas",48095,4276
"Cooke County, Texas",48097,40574
"Coryell County, Texas",48099,74808
"Cottle County, Texas",48101,1389
"Crane County, Texas",48103,4794
"Crockett County, Texas",48105,3499
"Crosby County, Texas",48107,5779
"Culberson County, Texas",48109,2204
"Dallam County, Texas",48111,7200
"Dallas County, Texas",48113,2637772
"Dawson County, Texas",48115,12619
"Deaf Smith County, Texas",48117,18760
"Delta County, Texas",48119,5349
"Denton County, Texas",48121,859064
"DeWitt County, Texas",48123,20187
"Dickens County, Texas",48125,2249
"Dimmit County, Texas",48127,10308
"Donley County, Texas",48129,3319
"Duval County, Texas",48131,11212
"Eastland County, Texas",48133,18322
"Ector County, Texas",48135,162124
"Edwards County, Texas",48137,1928
"Ellis County, Texas",48139,179436
"El Paso County, Texas",48141,840758
"Erath County, Texas",48143,42446
"Falls County, Texas",48145,17335
"Fannin County, Texas",48147,35286
"Fayette County, Texas",48149,25349
"Fisher County, Texas",48151,3839
"Floyd County, Texas",48153,5837
"Foard County, Texas",48155,1200
"Fort Bend County, Texas",48157,787858
"Franklin County, Texas",48159,10766
"Freestone County, Texas",48161,19808
"Frio County, Texas",48163,19816
"Gaines County, Texas",48165,20901
"Galveston County, Texas",48167,337890
"Garza County, Texas",48169,6578
"Gillespie County, Texas",48171,26804
"Glasscock County, Texas",48173,1388
"Goliad County, Texas",48175,7584
"Gonzales County, Texas",48177,20826
"Gray County, Texas",48179,21895
"Grayson County, Texas",48181,133991
"Gregg County, Texas",48183,123707
"Grimes County, Texas",48185,28360
"Guadalupe County, Texas",48187,163694
"Hale County, Texas",48189,33830
"Hall County, Texas",48191,3028
"Hamilton County, Texas",48193,8484
"Hansford County, Texas",48195,5463
"Hardeman County, Texas",48197,3922
"Hardin County, Texas",48199,57207
"Harris County, Texas",48201,4698619
"Harrison County, Texas",48203,66726
"Hartley County, Texas",48205,5619
"Haskell County, Texas",48207,5813
"Hays County, Texas",48209,222631
"Hemphill County, Texas",48211,3825
"Henderson County, Texas",48213,82299
"Hidalgo County, Texas",48215,865939
"Hill County, Texas",48217,36354
"Hockley County, Texas",48219,22980
"Hood County, Texas",48221,60537
"Hopkins County, Texas",48223,36810
"Houston County, Texas",48225,23169
"Howard County, Texas",48227,36459
"Hudspeth County, Texas",48229,4795
"Hunt County, Texas",48231,96493
"Hutchinson County, Texas",48233,21198
"Irion County, Texas",48235,1522
"Jack County, Texas",48237,8843
"Jackson County, Texas",48239,14874
"Jasper County, Texas",48241,35872
"Jeff Davis County, Texas",48243,2252
"Jefferson County, Texas",48245,255001
"Jim Hogg County, Texas",48247,5248
"Jim Wells County, Texas",48249,40822
"Johnson County, Texas",48251,171361
"Jones County, Texas",48253,19817
"Karnes County, Texas",48255,15650
"Kaufman County, Texas",48257,128622
"Kendall County, Texas",48259,45641
"Kenedy County, Texas",48261,442
"Kent County, Texas",48263,726
"Kerr County, Texas",48265,52405
"Kimble County, Texas",48267,4362
"King County, Texas",48269,277
"Kinney County, Texas",48271,3767
"Kleberg County, Texas",48273,31129
"Knox County, Texas",48275,3653
"Lamar County, Texas",48277,49728
"Lamb County, Texas",48279,13158
"Lampasas County, Texas",48281,21229
"La Salle County, Texas",48283,7531
"Lavaca County, Texas",48285,20110
"Lee County, Texas",48287,17144
"Leon County, Texas",48289,17270
"Liberty County, Texas",48291,86323
"Limestone County, Texas",48293,23519
"Lipscomb County, Texas",48295,3355
"Live Oak County, Texas",48297,12166
"Llano County, Texas",48299,21646
"Loving County, Texas",48301,152
"Lubbock County, Texas",48303,307412
"Lynn County, Texas",48305,5877
"McCulloch County, Texas",48307,7987
"McLennan County, Texas",48309,254607
"McMullen County, Texas",48311,749
"Madison County, Texas",48313,14422
"Marion County, Texas",48315,9928
"Martin County, Texas",48317,5753
"Mason County, Texas",48319,4280
"Matagorda County, Texas",48321,36552
"Maverick County, Texas",48323,58485
"Medina County, Texas",48325,50921
"Menard County, Texas",48327,2139
"Midland County, Texas",48329,172578
"Milam County, Texas",48331,25131
"Mills County, Texas",48333,4921
"Mitchell County, Texas",48335,8145
"Montague County, Texas",48337,19596
"Montgomery County, Texas",48339,590925
"Moore County, Texas",48341,21485
"Morris County, Texas",48343,12339
"Motley County, Texas",48345,1234
"Nacogdoches County, Texas",48347,65711
"Navarro County, Texas",48349,49565
"Newton County, Texas",48351,13746
"Nolan County, Texas",48353,14751
"Nueces County, Texas",48355,362265
"Ochiltree County, Texas",48357,9947
"Oldham County, Texas",48359,2131
"Orange County, Texas",48361,83572
"Palo Pinto County, Texas",48363,28875
"Panola County, Texas",48365,23148
"Parker County, Texas",48367,138371
"Parmer County, Texas",48369,9864
"Pecos County, Texas",48371,15673
"Polk County, Texas",48373,50031
"Potter County, Texas",48375,119648
"Presidio County, Texas",48377,6948
"Rains County, Texas",48379,12159
"Randall County, Texas",48381,136271
"Reagan County, Texas",48383,3741
"Real County, Texas",48385,3478
"Red River County, Texas",48387,12175
"Reeves County, Texas",48389,15695
"Refugio County, Texas",48391,7032
"Roberts County, Texas",48393,903
"Robertson County, Texas",48395,17284
"Rockwall County, Texas",48397,100657
"Runnels County, Texas",48399,10234
"Rusk County, Texas",48401,54450
"Sabine County, Texas",48403,10589
"San Augustine County, Texas",48405,8232
"San Jacinto County, Texas",48407,28719
"San Patricio County, Texas",48409,66893
"San Saba County, Texas",48411,6054
"Schleicher County, Texas",48413,2895
"Scurry County, Texas",48415,16866
"Shackelford County, Texas",48417,3253
"Shelby County, Texas",48419,25418
"Sherman County, Texas",48421,3079
"Smith County, Texas",48423,230221
"Somervell County, Texas",48425,9016
"Starr County, Texas",48427,64525
"Stephens County, Texas",48429,9433
"Sterling County, Texas",48431,1311
"Stonewall County, Texas",48433,1362
"Sutton County, Texas",48435,3758
"Swisher County, Texas",48437,7462
"Tarrant County, Texas",48439,2084931
"Taylor County, Texas",48441,137640
"Terrell County, Texas",48443,823
"Terry County, Texas",48445,12287
"Throckmorton County, Texas",48447,1515
"Titus County, Texas",48449,33033
"Tom Green County, Texas",48451,118189
"Travis County, Texas",48453,1248743
"Trinity County, Texas",48455,14740
"Tyler County, Texas",48457,21696
"Upshur County, Texas",48459,41260
"Upton County, Texas",48461,3671
"Uvalde County, Texas",48463,26846
"Val Verde County, Texas",48465,49208
"Van Zandt County, Texas",48467,56019
"Victoria County, Texas",48469,92035
"Walker County, Texas",48471,72480
"Waller County, Texas",48473,53126
"Ward County, Texas",48475,11720
"Washington County, Texas",48477,35108
"Webb County, Texas",48479,275910
"Wharton County, Texas",48481,41619
"Wheeler County, Texas",48483,5191
"Wichita County, Texas",48485,132064
"Wilbarger County, Texas",48487,12820
"Willacy County, Texas",48489,21515
"Williamson County, Texas",48491,566719
"Wilson County, Texas",48493,50224
"Winkler County, Texas",48495,7720
"Wise County, Texas",48497,68305
"Wood County, Texas",48499,45129
"Yoakum County, Texas",48501,8591
"Young County, Texas",48503,18045
"Zapata County, Texas",48505,14190
"Zavala County, Texas",48507,11983
"Beaver County, Utah",49001,6580
"Box Elder County, Utah",49003,54950
"Cache County, Utah",49005,127068
"Carbon County, Utah",49007,20269
"Daggett County, Utah",49009,980
"Davis County, Utah",49011,351713
"Duchesne County, Utah",49013,19964
"Emery County, Utah",49015,10014
"Garfield County, Utah",49017,5080
"Grand County, Utah",49019,9764
"Iron County, Utah",49021,52775
"Juab County, Utah",49023,11555
"Kane County, Utah",49025,7709
"Millard County, Utah",49027,13006
"Morgan County, Utah",49029,12045
"Piute County, Utah",49031,1445
"Rich County, Utah",49033,2464
"Salt Lake County, Utah",49035,1152633
"San Juan County, Utah",49037,15449
"Sanpete County, Utah",49039,30623
"Sevier County, Utah",49041,21539
"Summit County, Utah",49043,41933
"Tooele County, Utah",49045,69907
"Uintah County, Utah",49047,35438
"Utah County, Utah",49049,622213
"Wasatch County, Utah",49051,33240
"Washington County, Utah",49053,171700
"Wayne County, Utah",49055,2690
"Weber County, Utah",49057,256359
"Addison County, Vermont",50001,36973
"Bennington County, Vermont",50003,35631
"Caledonia County, Vermont",50005,30302
"Chittenden County, Vermont",50007,164572
"Essex County, Vermont",50009,6250
"Franklin County, Vermont",50011,49421
"Grand Isle County, Vermont",50013,7090
"Lamoille County, Vermont",50015,25300
"Orange County, Vermont",50017,28999
"Orleans County, Vermont",50019,26907
"Rutland County, Vermont",50021,58672
"Washington County, Vermont",50023,58140
"Windham County, Vermont",50025,42756
"Windsor County, Vermont",50027,55286
"Accomack County, Virginia",51001,32412
"Albemarle County, Virginia",51003,108718
"Alleghany County, Virginia",51005,14910
"Amelia County, Virginia",51007,13013
"Amherst County, Virginia",51009,31666
"Appomattox County, Virginia",51011,15841
"Arlington County, Virginia",51013,237521
"Augusta County, Virginia",51015,75457
"Bath County, Virginia",51017,4292
"Bedford County, Virginia",51019,78747
"Bland County, Virginia",51021,6293
"Botetourt County, Virginia",51023,33277
"Brunswick County, Virginia",51025,16384
"Buchanan County, Virginia",51027,21221
"Buckingham County, Virginia",51029,16999
"Campbell County, Virginia",51031,54973
"Caroline County, Virginia",51033,30772
"Carroll County, Virginia",51035,29636
"Charles City County, Virginia",51036,6941
"Charlotte County, Virginia",51037,11938
"Chesterfield County, Virginia",51041,348556
"Clarke County, Virginia",51043,14523
"Craig County, Virginia",51045,5064
"Culpeper County, Virginia",51047,51859
"Cumberland County, Virginia",51049,9809
"Dickenson County, Virginia",51051,14523
"Dinwiddie County, Virginia",51053,28529
"Essex County, Virginia",51057,10919
"Fairfax County, Virginia",51059,1150795
"Fauquier County, Virginia",51061,70675
"Floyd County, Virginia",51063,15795
"Fluvanna County, Virginia",51065,26783
"Franklin County, Virginia",51067,56195
"Frederick County, Virginia",51069,88355
"Giles County, Virginia",51071,16844
"Gloucester County, Virginia",51073,37349
"Goochland County, Virginia",51075,23244
"Grayson County, Virginia",51077,15631
"Greene County, Virginia",51079,19779
"Greensville County, Virginia",51081,11627
"Halifax County, Virginia",51083,34120
"Hanover County, Virginia",51085,107239
"Henrico County, Virginia",51087,329261
"Henry County, Virginia",51089,50953
"Highland County, Virginia",51091,2210
"Isle of Wight County, Virginia",51093,36953
"James City County, Virginia",51095,76397
"King and Queen County, Virginia",51097,7042
"King George County, Virginia",51099,26575
"King William County, Virginia",51101,16939
"Lancaster County, Virginia",51103,10783
"Lee County, Virginia",51105,23541
"Loudoun County, Virginia",51107,406850
"Louisa County, Virginia",51109,36778
"Lunenburg County, Virginia",51111,12086
"Madison County, Virginia",51113,13295
"Mathews County, Virginia",51115,8802
"Mecklenburg County, Virginia",51117,30650
"Middlesex County, Virginia",51119,10769
"Montgomery County, Virginia",51121,98985
"Nelson County, Virginia",51125,14836
"New Kent County, Virginia",51127,22391
"Northampton County, Virginia",51131,11735
"Northumberland County, Virginia",51133,12147
"Nottoway County, Virginia",51135,15420
"Orange County, Virginia",51137,36644
"Page County, Virginia",51139,23933
"Patrick County, Virginia",51141,17673
"Pittsylvania County, Virginia",51143,60949
"Powhatan County, Virginia",51145,29189
"Prince Edward County, Virginia",51147,22950
"Prince George County, Virginia",51149,38082
"Prince William County, Virginia",51153,468011
"Pulaski County, Virginia",51155,34066
"Rappahannock County, Virginia",51157,7252
"Richmond County, Virginia",51159,9038
"Roanoke County, Virginia",51161,94073
"Rockbridge County, Virginia",51163,22752
"Rockingham County, Virginia",51165,81244
"Russell County, Virginia",51167,26748
"Scott County, Virginia",51169,21534
"Shenandoah County, Virginia",51171,43497
"Smyth County, Virginia",51173,30472
"Southampton County, Virginia",51175,17586
"Spotsylvania County, Virginia",51177,134238
"Stafford County, Virginia",51179,149960
"Surry County, Virginia",51181,6474
"Sussex County, Virginia",51183,11237
"Tazewell County, Virginia",51185,40855
"Warren County, Virginia",51187,40003
"Washington County, Virginia",51191,54402
"Westmoreland County, Virginia",51193,17830
"Wise County, Virginia",51195,38012
"Wythe County, Virginia",51197,28754
"York County, Virginia",51199,67846
"Alexandria city, Virginia",51510,160530
"Bristol city, Virginia",51520,16482
"Buena Vista city, Virginia",51530,6237
"Charlottesville city, Virginia",51540,48117
"Chesapeake city, Virginia",51550,242634
"Colonial Heights city, Virginia",51570,17833
"Covington city, Virginia",51580,5460
"Danville city, Virginia",51590,40693
"Emporia city, Virginia",51595,5121
"Fairfax city, Virginia",51600,24574
"Falls Church city, Virginia",51610,14772
"Franklin city, Virginia",51620,8013
"Fredericksburg city, Virginia",51630,29144
"Galax city, Virginia",51640,6423
"Hampton city, Virginia",51650,134313
"Harrisonburg city, Virginia",51660,54033
"Hopewell city, Virginia",51670,22596
"Lexington city, Virginia",51678,7136
"Lynchburg city, Virginia",51680,82126
"Manassas city, Virginia",51683,41641
"Manassas Park city, Virginia",51685,17307
"Martinsville city, Virginia",51690,12902
"Newport News city, Virginia",51700,178626
"Norfolk city, Virginia",51710,244076
"Norton city, Virginia",51720,3968
"Petersburg city, Virginia",51730,31567
"Poquoson city, Virginia",51735,12190
"Portsmouth city, Virginia",51740,94632
"Radford city, Virginia",51750,18339
"Richmond city, Virginia",51760,228783
"Roanoke city, Virginia",51770,99920
"Salem city, Virginia",51775,25643
"Staunton city, Virginia",51790,24922
"Suffolk city, Virginia",51800,91185
"Virginia Beach city, Virginia",51810,450189
"Waynesboro city, Virginia",51820,22628
"Williamsburg city, Virginia",51830,14896
"Winchester city, Virginia",51840,28108
"Adams County, Washington",53001,19759
"Asotin County, Washington",53003,22610
"Benton County, Washington",53005,201877
"Chelan County, Washington",53007,77036
"Clallam County, Washington",53009,76737
"Clark County, Washington",53011,481857
"Columbia County, Washington",53013,4059
"Cowlitz County, Washington",53015,108987
"Douglas County, Washington",53017,42907
"Ferry County, Washington",53019,7649
"Franklin County, Washington",53021,94347
"Garfield County, Washington",53023,2247
"Grant County, Washington",53025,97331
"Grays Harbor County, Washington",53027,73901
"Island County, Washington",53029,84460
"Jefferson County, Washington",53031,31729
"King County, Washington",53033,2233163
"Kitsap County, Washington",53035,269805
"Kittitas County, Washington",53037,47364
"Klickitat County, Washington",53039,22107
"Lewis County, Washington",53041,79604
"Lincoln County, Washington",53043,10740
"Mason County, Washington",53045,65507
"Okanogan County, Washington",53047,42132
"Pacific County, Washington",53049,22036
"Pend Oreille County, Washington",53051,13602
"Pierce County, Washington",53053,891299
"San Juan County, Washington",53055,17128
"Skagit County, Washington",53057,128206
"Skamania County, Washington",53059,11924
"Snohomish County, Washington",53061,814901
"Spokane County, Washington",53063,514631
"Stevens County, Washington",53065,45260
"Thurston County, Washington",53067,286419
"Wahkiakum County, Washington",53069,4426
"Walla Walla County, Washington",53071,60922
"Whatcom County, Washington",53073,225685
"Whitman County, Washington",53075,49791
"Yakima County, Washington",53077,251446
"Barbour County, West Virginia",54001,16535
"Berkeley County, West Virginia",54003,117123
"Boone County, West Virginia",54005,21951
"Braxton County, West Virginia",54007,14089
"Brooke County, West Virginia",54009,22203
"Cabell County, West Virginia",54011,93224
"Calhoun County, West Virginia",54013,7254
"Clay County, West Virginia",54015,8632
"Doddridge County, West Virginia",54017,8406
"Fayette County, West Virginia",54019,43018
"Gilmer County, West Virginia",54021,8026
"Grant County, West Virginia",54023,11626
"Greenbrier County, West Virginia",54025,34786
"Hampshire County, West Virginia",54027,23347
"Hancock County, West Virginia",54029,29094
"Hardy County, West Virginia",54031,13775
"Harrison County, West Virginia",54033,67554
"Jackson County, West Virginia",54035,28706
"Jefferson County, West Virginia",54037,56811
"Kanawha County, West Virginia",54039,180454
"Lewis County, West Virginia",54041,16024
"Lincoln County, West Virginia",54043,20599
"Logan County, West Virginia",54045,32607
"McDowell County, West Virginia",54047,18223
"Marion County, West Virginia",54049,56097
"Marshall County, West Virginia",54051,30785
"Mason County, West Virginia",54053,26718
"Mercer County, West Virginia",54055,59131
"Mineral County, West Virginia",54057,26940
"Mingo County, West Virginia",54059,23785
"Monongalia County, West Virginia",54061,106420
"Monroe County, West Virginia",54063,13280
"Morgan County, West Virginia",54065,17787
"Nicholas County, West Virginia",54067,24842
"Ohio County, West Virginia",54069,41755
"Pendleton County, West Virginia",54071,6997
"Pleasants County, West Virginia",54073,7507
"Pocahontas County, West Virginia",54075,8414
"Preston County, West Virginia",54077,33839
"Putnam County, West Virginia",54079,56682
"Raleigh County, West Virginia",54081,74254
"Randolph County, West Virginia",54083,28823
"Ritchie County, West Virginia",54085,9721
"Roane County, West Virginia",54087,13932
"Summers County, West Virginia",54089,12760
"Taylor County, West Virginia",54091,16862
